date,index,8 Open_Interest_All,9 Prod_Merc_Positions_Long_All,10 Prod_Merc_Positions_Short_All,11 Swap_Positions_Long_All,12 Swap__Positions_Short_All,14 M_Money_Positions_Long_All,15 M_Money_Positions_Short_All,56 56 Change_in_Open_Interest_All,57 57 Change_in_Prod_Merc_Long_All,58 58 Change_in_Prod_Merc_Short_All,59 59 Change_in_Swap_Long_All,60 60 Change_in_Swap_Short_All,62 62 Change_in_M_Money_Long_All,63 63 Change_in_M_Money_Short_All,73 73 Pct_of_OI_Prod_Merc_Long_All,74 74 Pct_of_OI_Prod_Merc_Short_All,75 75 Pct_of_OI_Swap_Long_All,76 76 Pct_of_OI_Swap_Short_All,78 78 Pct_of_OI_M_Money_Long_All,79 79 Pct_of_OI_M_Money_Short_All,120 120 Traders_Tot_All,121 121 Traders_Prod_Merc_Long_All,122 122 Traders_Prod_Merc_Short_All,123 123 Traders_Swap_Long_All,124 124 Traders_Swap_Short_All,126 126 Traders_M_Money_Long_All,127 127 Traders_M_Money_Short_All,CALIF CARBON CURRENT AUCTION - ICE FUTURES ENERGY DIV,CALIF CARBON 21 - ICE FUTURES ENERGY DIV,CALIF CARBON VINTAGE 2020 - ICE FUTURES ENERGY DIV,CALIF CARBON 22 - ICE FUTURES ENERGY DIV,CALIF CARBON ALLOWANCE V2022 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON 21 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON 22 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2016 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2017 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2018 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON ALL VINTAGE 2019 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIF CARBON VINTAGE 2020 - ICE FUTURES ENERGY DIV,1 Market_and_Exchange_Names_CALIFORNIA CARBON ALLOWANCE VINTAGE 2015 - ICE FUTURES ENERGY DIV,AA_Vintage,AA_Clearing Price,AA_Floor Price,AA_Cleared Above Floor,AA_Percent above Floor,AA_BID Ratio,AA_HHI,AA_Allowances Purchased by Compliance Entities,AA_Volume of Allowances-State,AA_Volume of Allowances-Utility,AA_Revenue-State,AA_Maximum,AA_Minimum,AA_Mean,AA_Median,AA_Allowances Offered,AA_Allowances Cleared,Qualified Bidders(Total)_x,AA_Median allowance price,AA_Speculators Allowances Purchased,AA_Vintage of Purchase,AA_Compliance Entities Allowances Purchased,AA_Speculator Buy and Hold,CA_Vintage,CA_Clearing Price,CA_Floor Price,CA_Cleared Above Floor,CA_Percent Above Floor,CA_BID Ratio,CA_HHI,CA_Allowances Purchased by Compliance Entities,CA_Volume of Allowances-State,CA_Volume of Allowances-Utility,CA_Maximum,CA_Minimum,CA_Mean,CA_Median,CA_Allowances Offered,CA_Allowances Cleared,Qualified Bidders(Total)_y,CA_Median allowance price,Speculators Allowances purchased,Vintage of Purchase,Compliance Entities Allowances Purchased,Speculator Buy and Hold,Front,Benchmark,Auction Floor,Front_Weekly_min,Front_Weekly_max
2015-12-27,209,14866.0,7001.0,2436.0,400.0,5280.0,0.0,0.0,-15950.0,-4444.0,-5579.0,400.0,-6180.0,0.0,0.0,47.1,16.4,2.7,35.5,0.0,0.0,22.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.83,13.2,12.73,12.79,12.83
2015-12-28,210,14866.0,7001.0,2436.0,400.0,5280.0,0.0,0.0,-15950.0,-4444.0,-5579.0,400.0,-6180.0,0.0,0.0,47.1,16.4,2.7,35.5,0.0,0.0,22.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.83,13.2,12.73,12.79,12.83
2015-12-29,211,14866.0,7001.0,2436.0,400.0,5280.0,0.0,0.0,-15950.0,-4444.0,-5579.0,400.0,-6180.0,0.0,0.0,47.1,16.4,2.7,35.5,0.0,0.0,22.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.83,13.2,12.73,12.79,12.83
2015-12-30,212,19700.0,13235.0,1515.0,0.0,9495.0,0.0,0.0,-200.0,-300.0,0.0,0.0,0.0,0.0,0.0,67.2,7.7,0.0,48.2,0.0,0.0,20.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.83,13.2,12.73,12.81,12.83
2015-12-31,213,19700.0,13235.0,1515.0,0.0,9495.0,0.0,0.0,-200.0,-300.0,0.0,0.0,0.0,0.0,0.0,67.2,7.7,0.0,48.2,0.0,0.0,20.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.83,13.2,12.73,12.81,12.83
2016-01-01,214,19700.0,13235.0,1515.0,0.0,9495.0,0.0,0.0,-200.0,-300.0,0.0,0.0,0.0,0.0,0.0,67.2,7.7,0.0,48.2,0.0,0.0,20.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.83,13.2,12.73,12.81,12.83
2016-01-02,215,19700.0,13235.0,1515.0,0.0,9495.0,0.0,0.0,-200.0,-300.0,0.0,0.0,0.0,0.0,0.0,67.2,7.7,0.0,48.2,0.0,0.0,20.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.83,13.2,12.73,12.81,12.83
2016-01-03,216,19700.0,13235.0,1515.0,0.0,9495.0,0.0,0.0,-200.0,-300.0,0.0,0.0,0.0,0.0,0.0,67.2,7.7,0.0,48.2,0.0,0.0,20.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.83,13.2,12.73,12.81,12.83
2016-01-04,217,19700.0,13235.0,1515.0,0.0,9495.0,0.0,0.0,-200.0,-300.0,0.0,0.0,0.0,0.0,0.0,67.2,7.7,0.0,48.2,0.0,0.0,20.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.83,13.2,12.73,12.81,12.83
2016-01-05,218,19700.0,13235.0,1515.0,0.0,9495.0,0.0,0.0,-200.0,-300.0,0.0,0.0,0.0,0.0,0.0,67.2,7.7,0.0,48.2,0.0,0.0,20.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.81,13.19,12.73,12.81,12.83
2016-01-06,219,23810.0,13310.0,5615.0,0.0,9495.0,0.0,0.0,4110.0,75.0,4100.0,0.0,0.0,0.0,0.0,55.9,23.6,0.0,39.9,0.0,0.0,21.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.78,13.16,12.73,12.78,12.82
2016-01-07,220,23810.0,13310.0,5615.0,0.0,9495.0,0.0,0.0,4110.0,75.0,4100.0,0.0,0.0,0.0,0.0,55.9,23.6,0.0,39.9,0.0,0.0,21.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.8,13.18,12.73,12.78,12.82
2016-01-08,221,23810.0,13310.0,5615.0,0.0,9495.0,0.0,0.0,4110.0,75.0,4100.0,0.0,0.0,0.0,0.0,55.9,23.6,0.0,39.9,0.0,0.0,21.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.82,13.2,12.73,12.78,12.82
2016-01-09,222,23810.0,13310.0,5615.0,0.0,9495.0,0.0,0.0,4110.0,75.0,4100.0,0.0,0.0,0.0,0.0,55.9,23.6,0.0,39.9,0.0,0.0,21.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.82,13.22,12.73,12.78,12.82
2016-01-10,223,23810.0,13310.0,5615.0,0.0,9495.0,0.0,0.0,4110.0,75.0,4100.0,0.0,0.0,0.0,0.0,55.9,23.6,0.0,39.9,0.0,0.0,21.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.82,13.22,12.73,12.78,12.82
2016-01-11,224,23810.0,13310.0,5615.0,0.0,9495.0,0.0,0.0,4110.0,75.0,4100.0,0.0,0.0,0.0,0.0,55.9,23.6,0.0,39.9,0.0,0.0,21.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.82,13.22,12.73,12.78,12.82
2016-01-12,225,23810.0,13310.0,5615.0,0.0,9495.0,0.0,0.0,4110.0,75.0,4100.0,0.0,0.0,0.0,0.0,55.9,23.6,0.0,39.9,0.0,0.0,21.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.82,13.21,12.73,12.78,12.82
2016-01-13,226,27270.0,14060.0,5875.0,80.0,9275.0,0.0,0.0,3460.0,750.0,260.0,80.0,-220.0,0.0,0.0,51.6,21.5,0.3,34.0,0.0,0.0,24.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.84,13.24,12.73,12.8,12.84
2016-01-14,227,27270.0,14060.0,5875.0,80.0,9275.0,0.0,0.0,3460.0,750.0,260.0,80.0,-220.0,0.0,0.0,51.6,21.5,0.3,34.0,0.0,0.0,24.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.81,13.21,12.73,12.8,12.84
2016-01-15,228,27270.0,14060.0,5875.0,80.0,9275.0,0.0,0.0,3460.0,750.0,260.0,80.0,-220.0,0.0,0.0,51.6,21.5,0.3,34.0,0.0,0.0,24.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.8,13.2,12.73,12.8,12.84
2016-01-16,229,27270.0,14060.0,5875.0,80.0,9275.0,0.0,0.0,3460.0,750.0,260.0,80.0,-220.0,0.0,0.0,51.6,21.5,0.3,34.0,0.0,0.0,24.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.8,13.2,12.73,12.8,12.84
2016-01-17,230,27270.0,14060.0,5875.0,80.0,9275.0,0.0,0.0,3460.0,750.0,260.0,80.0,-220.0,0.0,0.0,51.6,21.5,0.3,34.0,0.0,0.0,24.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.8,13.2,12.73,12.8,12.84
2016-01-18,231,27270.0,14060.0,5875.0,80.0,9275.0,0.0,0.0,3460.0,750.0,260.0,80.0,-220.0,0.0,0.0,51.6,21.5,0.3,34.0,0.0,0.0,24.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.8,13.2,12.73,12.8,12.84
2016-01-19,232,27270.0,14060.0,5875.0,80.0,9275.0,0.0,0.0,3460.0,750.0,260.0,80.0,-220.0,0.0,0.0,51.6,21.5,0.3,34.0,0.0,0.0,24.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.8,13.18,12.73,12.8,12.84
2016-01-20,233,31555.0,15035.0,7100.0,380.0,9635.0,0.0,0.0,4285.0,975.0,1225.0,300.0,360.0,0.0,0.0,47.6,22.5,1.2,30.5,0.0,0.0,29.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.79,13.18,12.73,12.79,12.83
2016-01-21,234,31555.0,15035.0,7100.0,380.0,9635.0,0.0,0.0,4285.0,975.0,1225.0,300.0,360.0,0.0,0.0,47.6,22.5,1.2,30.5,0.0,0.0,29.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.8,13.18,12.73,12.79,12.83
2016-01-22,235,31555.0,15035.0,7100.0,380.0,9635.0,0.0,0.0,4285.0,975.0,1225.0,300.0,360.0,0.0,0.0,47.6,22.5,1.2,30.5,0.0,0.0,29.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.81,13.2,12.73,12.79,12.83
2016-01-23,236,31555.0,15035.0,7100.0,380.0,9635.0,0.0,0.0,4285.0,975.0,1225.0,300.0,360.0,0.0,0.0,47.6,22.5,1.2,30.5,0.0,0.0,29.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.81,13.2,12.73,12.79,12.83
2016-01-24,237,31555.0,15035.0,7100.0,380.0,9635.0,0.0,0.0,4285.0,975.0,1225.0,300.0,360.0,0.0,0.0,47.6,22.5,1.2,30.5,0.0,0.0,29.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,12.73,12.73,0.98,0.0,0.929,1447.0,0.9997,9361000.0,0.0,119165530.0,19.33,12.73,13.23,12.87,10078750.0,9361000.0,82.0,12.91,2808.3,2019-09-01,9358191.7,2527.4700000000003,2016.0,12.73,12.73,0.23,0.0,0.951,819.0,0.975,42197948.0,24216734.0,47.55,12.73,14.07,12.86,71555827.0,68026000.0,82.0,13.0,1700650.0,2016-09-01,66325350.0,1530585.0,12.81,13.2,12.73,12.79,12.83
